"156"	"136"	"169"	"221"	"150"	"152"	"104"	"170"	"163"	"117"	"140"	"109"	"115"	"214"	"105"	"199"	"129"	"126"	"202"	"227"	"194"	"172"	"141"	"203"	"110"	"235"	"137"	"201"	"236"	"149"	"190"	"233"	"128"	"166"	"101"	"143"	"162"	"161"	"193"	"173"	"147"	"139"	"216"	"234"	"175"	"158"	"218"	"196"	"197"	"189"	"153"	"135"	"133"	"121"	"155"	"220"	"185"	"127"	"165"	"217"
"g__Actinomyces,s__"	0	0	0	0	0.0378678582845	0.0384973467381	0	0.0540074076557	0.00862440906119	0.0323372596952	0.010441759965	0.0207124265882	0	0	0.0208274996239	0	0	0.00598251988004	0.0109487926514	0.0200375465185	0.0667910418986	0.0259456958263	0.0410024670696	0.0075723166257	0.0220836955974	0.0259457223479	0.0106509769722	0	0.0356665659053	0	0.0123629612327	0	0	0.0100113364452	0.0336085823622	0.0134026336582	0.0365209814934	0.00971937864633	0.044991181197	0	0.030084950931	0.00900038396117	0.038803229788	0.0418728152301	0	0.0036787008392	0.0276920834679	0	0.0678104430813	0.0345856176818	0	0	0	0.0303714843196	0	0.0126725660693	0	0	0	0.0329865262559
"g__Brevibacterium,Other"	0	0	0	0	0	0	0.00927345946381	0	0.0157026288533	0	0	0	0	0.00764596933751	0	0	0.0125400278748	0.0114483472998	0	0	0	0	0	0	0	0.00825662511377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00622472249932	0	0	0	0	0	0	0	0	0	0	0	0
"g__Corynebacterium,s__durum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794876068688	0	0	0	0	0	0	0	0	0	0.00982252734393	0	0	0	0	0	0	0	0	0	0	0	0
"g__Corynebacterium,s__kroppenstedtii"	0	0	0	0	0	0	0.00954063200256	0	0	0	0.00196425395303	0	0	0	0.004665071757	0	0.0218014453153	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104740003312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00369032458618	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Corynebacterium,s__simulans"	0	0	0	0	0.00187161558696	0	0.00285437721986	0	0	0	0.00196425395303	0	0	0	0	0	0	0	0	0	0	0	0.0167268339103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116302589321	0	0.00929780486942	0	0	0	0	0	0	0	0	0	0
"g__Corynebacterium,s__variabile"	0	0	0	0	0.00377442697951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00790580440266	0	0	0	0	0	0	0	0.00277020227677	0	0	0	0.00864476142667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Brachybacterium,s__"	0	0	0	0	0	0	0	0	0	0	0.00674571028396	0.00565657762246	0	0.00191840433151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130755787013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Brachybacterium,s__conglomeratum"	0.00612389568906	0	0	0	0	0	0	0	0	0	0.00510072543029	0	0	0.00269495637109	0.00807435566575	0	0	0	0	0	0	0	0	0	0	0	0	0.0253801760816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Dietzia,s__"	0	0	0	0	0	0	0.00467899008508	0	0	0	0	0	0.0131212804887	0	0	0	0	0	0.00504619945785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062400730079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Blastococcus,s__aggregatus"	0	0	0	0	0	0	0	0	0.00910905276086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Gordonia,s__"	0	0	0	0	0.00105840067202	0	0.0105374591415	0	0	0	0	0	0	0	0	0.00744983856799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00480690607707
"g__Knoellia,s__subterranea"	0	0	0	0	0.00341388311582	0	0	0	0	0	0	0.0137225815287	0	0.00476190843179	0.00528755712853	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00521267702572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114111350872	0	0	0	0.0126256549846	0	0	0	0	0	0	0	0
"g__Microbacterium,Other"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00778937535036	0	0.00521267702572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Kocuria,Other"	0	0	0	0	0	0	0	0	0	0	0	0	0.00454577759312	0.00384297406811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077499207783	0	0	0	0	0.0121457685097	0	0	0	0	0	0	0
"g__Kocuria,s__palustris"	0	0	0	0	0.0037361291501	0	0	0	0	0	0	0	0	0	0	0.00744983856799	0.00600941697075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146274407614	0	0	0	0	0	0	0
"g__Microbispora,s__rosea"	0	0	0	0	0.00105840067202	0	0	0	0.00862440906119	0	0	0	0	0	0	0	0	0	0	0.00205784994218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Micrococcus,s__"	0.00579316905623	0	0	0	0.00421754016692	0	0.00397138436479	0.00857903990333	0	0.00736754410146	0	0.0264180491362	0	0.0120002866913	0.00536126956683	0.00744983856799	0	0	0	0.00620645278271	0	0	0.0249435533456	0	0	0.0148310395394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167812021581	0.00369032458618	0.0180553232326	0	0	0	0.0192863153251	0	0	0	0	0	0	0	0
"g__Rothia,s__dentocariosa"	0	0	0	0	0.00843760254791	0	0	0	0	0	0	0	0.0143566696773	0	0	0	0	0	0	0.00755202448263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00542293046956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Rothia,s__mucilaginosa"	0.00612389568906	0	0.00947903837238	0.00784813827708	0.0247870587586	0.0308526026667	0.0262566772719	0.027348905292	0.016937302645	0.00300876938581	0.023081495468	0.00974956529219	0	0.00678570265677	0.0297714613318	0.0124746131477	0.0123971225101	0.00458851225048	0.00381310351815	0.0194125672487	0.0105389916352	0.00470808191177	0.0261417531757	0.0518368601047	0.0115658620886	0.0102897634677	0.0294383714151	0	0.0166337820801	0.0277812089097	0.0468739204959	0	0.0259098166675	0	0.00860323329375	0.00910360863546	0.00860296028091	0.0209636755934	0.0127495622195	0	0	0	0.00970531216412	0.0252329776729	0.0263859842777	0	0.014421638516	0.0314343991367	0.0261488404915	0	0	0.0297716643758	0	0.0214147767923	0	0	0	0	0.00979416278728	0.0271472549756
"g__Rhodococcus,s__"	0	0	0.00444206229492	0	0	0	0	0	0	0	0.0051887996646	0	0	0.00863994824142	0	0	0	0.00894522859832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0190887047146	0	0	0	0	0	0	0
"g__Propionibacterium,s__acnes"	0.00804899537022	0	0.0230035790828	0.026631961197	0.02841990988	0.0102505355137	0.0210512361528	0.0142328800998	0.0265005827401	0.0107959223114	0.016305464546	0.0235924955228	0.0228350620917	0.0272422277844	0.0266944967364	0.0394806312879	0.0216624821676	0.0225440754676	0.0178011917336	0.00880454803765	0.0168925688666	0.0264065432551	0.0216846998314	0.0168130217425	0	0.00987976003904	0	0.0154808542904	0.00653996992914	0	0.0109688587386	0	0.0164303412003	0	0.0134642362894	0.0112297979254	0	0.0224823457353	0.00821283588009	0.0271243061014	0	0	0.0080025290961	0	0	0	0.00806009297443	0.012185533203	0.00667173163587	0.0134902688265	0	0.0126256549846	0.00825630177392	0	0.0197409171151	0.0160824136029	0	0	0.00979416278728	0.00612712868491
"g__Propionibacterium,s__granulosum"	0	0	0	0	0.00482658849042	0	0	0	0	0.00300876938581	0	0	0	0.00589374194042	0.00423149541795	0	0	0	0	0	0	0.00883437457656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Bifidobacterium,s__"	0	0	0	0	0	0.00454699638779	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205784994218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195601341648	0.00835809153816	0	0	0	0	0	0	0	0	0	0	0
"g__Bifidobacterium,s__bifidum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116302589321	0	0	0	0	0	0	0	0	0	0	0	0
"g__Bifidobacterium,s__breve"	0	0	0.00578224294607	0	0.00282866307787	0	0	0	0	0	0	0	0	0	0	0	0.0135658255783	0	0.0229979887933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108070180534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Bifidobacterium,s__longum"	0	0	0	0	0	0	0	0	0.0123686492323	0	0	0	0	0	0	0	0	0	0	0.00280833806903	0	0	0	0.00534106966858	0.00675586420336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196828280276	0	0	0.00694022267287	0.00568438790075	0	0	0	0.0146662077641	0	0	0	0.0171460093912	0	0	0	0	0	0	0	0.0204831997695
"g__Gardnerella,s__"	0	0	0	0	0.00301165634594	0.00894615455538	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00834903668193	0	0	0	0	0	0.010408544799	0	0	0	0	0	0	0	0.00639172353256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Atopobium,s__"	0	0	0	0	0.00351749301479	0	0	0	0	0.00959903366361	0	0	0	0	0	0	0.00600941697075	0	0	0	0.00697027273768	0	0	0.0152618954318	0	0	0	0	0	0	0.00413501491978	0	0	0	0	0	0.00745016858101	0	0.00918241745705	0.0145499368506	0	0	0.00886783818895	0.00887226417376	0	0	0.00369032458618	0	0.0118512783693	0.00929780486942	0	0	0	0.0122336925052	0	0	0	0	0.00979416278728	0.011711221338
"g__Collinsella,s__aerofaciens"	0	0	0	0	0.00246499963362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Bacteroides,s__"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00860438357702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00622472249932	0	0	0	0	0	0	0	0	0	0	0	0
"g__Porphyromonas,s__"	0.00793573102477	0	0	0	0.0099818612984	0	0.00954063200256	0.0162377841164	0	0.0369265069167	0	0	0	0.00715793898985	0.00867665654208	0	0	0	0	0.0113907027037	0.00755790121838	0.0105042077374	0.0262357671515	0	0	0.0393721694963	0	0	0.0162476630657	0	0	0	0	0	0	0	0.0129652399836	0	0.00821283588009	0	0	0	0.00736218692048	0.00868107030032	0.0163154998794	0.0137863838188	0.00738064917236	0	0	0.0134902688265	0	0	0	0	0	0	0.0154130934179	0	0	0
"g__Prevotella,s__"	0	0	0	0	0.00479612279943	0.0074108763459	0	0	0	0.00482889077863	0	0	0	0	0.0124909685536	0	0.0075564086075	0	0	0	0	0	0.0159622209239	0	0	0.0028790932009	0	0	0	0	0	0	0	0	0	0	0.01279181901	0.0062400730079	0	0.0242395842578	0	0.00732936126919	0.0170545900445	0	0	0	0	0.00622472249932	0	0	0	0	0	0	0	0.0119651502747	0	0	0	0.00480690607707
"g__Prevotella,s__melaninogenica"	0.00804899537022	0	0	0	0.0169231935372	0.0226077085407	0	0.011656052167	0.0148088778307	0.0203165368409	0.00913183620972	0.0134649070353	0.0136649553162	0.00500775396026	0.018277785268	0	0.0192514879816	0.00458851225048	0.0116948406788	0.0115771527887	0.010275727432	0.0291910880727	0.0272918617318	0	0.0279030070658	0.031230168997	0.00778937535036	0	0.00993219074926	0	0.00537970033239	0	0	0	0.0125966961646	0	0.0387630097952	0.0325110082452	0.0395436254495	0	0.0105908541328	0.0219633794638	0.0426817239862	0.0467480554606	0.0297216425489	0.0036787008392	0.0100595670976	0	0.0256862471095	0.0168802462396	0	0.0126256549846	0	0.0113421315372	0	0	0	0	0.00979416278728	0.0404370033447
"g__Prevotella,s__nanceiensis"	0	0	0	0	0.00588698038408	0.0053466252156	0	0	0	0.00903534629491	0.00196425395303	0	0	0.00767930105885	0.00573529606919	0	0	0	0.0269979166175	0.00567407941376	0	0	0.0137117534053	0	0	0.00460828738482	0	0	0	0	0	0	0	0	0	0	0.0085273163811	0	0	0.0277663511174	0	0.00732936126919	0.00903498336415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__[Prevotella],s__"	0.00965532555944	0	0	0	0.00506865466695	0.00999313249195	0.0124080752253	0.0128730888692	0.0163283987225	0.0361565373513	0	0.0183248818866	0.00586489759664	0.00825200939222	0.0116501337808	0	0	0.0134573990376	0	0.0228034291602	0.0268404914344	0.0217151827389	0.00890925929233	0.00534106966858	0.0123619513681	0.0124976098878	0	0	0.00790580440266	0.0238296865792	0	0.00804444450034	0	0	0	0	0.00873958151946	0	0.00821283588009	0	0.0121902826426	0	0.0251419691853	0.0224782389755	0.0243668853157	0	0.0090733618055	0	0.014439445509	0.0134902688265	0	0	0	0	0	0	0	0	0	0.0147011873905
"g__Capnocytophaga,s__"	0	0	0	0	0	0	0.0220051904697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116291540415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00900038396117	0	0	0	0.0036787008392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Chryseobacterium,s__"	0	0	0	0	0.00105840067202	0	0	0	0	0	0.0119170936297	0	0	0.00665430246052	0.0173584428454	0	0	0	0.00678188886869	0.0085411474906	0	0	0.00324482157755	0	0	0	0	0	0.0149530039004	0	0.00537970033239	0	0	0	0	0	0	0	0	0	0.00864476142667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Cloacibacterium,s__"	0	0	0	0	0	0	0	0	0	0	0	0	0.0141890641801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
